h3,total,prop_sin_asal,prop_peq_patr,prop_myg_patr,prop_agric,prop_ganaderia,hc_clst_4,hc_clst_5,hc_clst_6,hc_clst_7
87b26aa4bffffff,1,1,0,0,0,1,3,3,3,3
87b26aa4effffff,1,0,1,0,0,1,2,2,2,2
87b26aa52ffffff,1,1,0,0,0,1,3,3,3,3
87b26aa69ffffff,1,0,1,0,0,1,2,2,2,2
87b26aa71ffffff,1,0,1,0,0,1,2,2,2,2
87b26aa84ffffff,2,0,1,0,0.5,0.5,1,1,1,1
87b26aa8cffffff,1,0,1,0,0,1,2,2,2,2
87b26aa8dffffff,1,0,1,0,0,1,2,2,2,2
87b26aa90ffffff,1,0,1,0,0,1,2,2,2,2
87b26aa91ffffff,7,0.42857142857142855,0.5714285714285714,0,0.14285714285714285,0.8571428571428571,1,1,1,1
87b26aa96ffffff,1,0,1,0,0,1,2,2,2,2
87b26aa9affffff,1,0,1,0,0,1,2,2,2,2
87b26aa9bffffff,1,0,1,0,0,1,2,2,2,2
87b26aa9cffffff,1,0,1,0,0,1,2,2,2,2
87b26aaa2ffffff,1,0,1,0,0,1,2,2,2,2
87b26aab2ffffff,1,0,1,0,0,1,2,2,2,2
87b26aab5ffffff,1,0,1,0,0,1,2,2,2,2
87b26aac2ffffff,1,0,1,0,1,0,1,1,6,6
87b26aac9ffffff,1,0,1,0,0,1,2,2,2,2
87b26aaccffffff,1,0,1,0,0,1,2,2,2,2
87b26aad0ffffff,1,0,1,0,0,1,2,2,2,2
87b26aad4ffffff,1,0,1,0,0,1,2,2,2,2
87b26aadbffffff,1,0,1,0,0,1,2,2,2,2
87b26aae9ffffff,1,0,1,0,0,1,2,2,2,2
87b26aaeeffffff,1,0,1,0,1,0,1,1,6,6
87b26aaf6ffffff,1,0,1,0,0,1,2,2,2,2
87b26ab0bffffff,1,0,1,0,1,0,1,1,6,6
87b26ab0dffffff,1,0,1,0,0,1,2,2,2,2
87b26ab29ffffff,1,0,1,0,0,1,2,2,2,2
87b26ab2dffffff,1,0,1,0,1,0,1,1,6,6
87b26ab86ffffff,2,0,1,0,0,1,2,2,2,2
87b26ab89ffffff,1,0,1,0,0,1,2,2,2,2
87b26ab99ffffff,1,1,0,0,0,1,3,3,3,3
87b26ab9affffff,1,0,1,0,0,1,2,2,2,2
87b26aba3ffffff,1,0,1,0,0,1,2,2,2,2
87b26aba5ffffff,1,0,1,0,0,1,2,2,2,2
87b26aba6ffffff,1,0,1,0,0,1,2,2,2,2
87b26ababffffff,1,0,1,0,0,1,2,2,2,2
87b26abb4ffffff,1,0,1,0,0,1,2,2,2,2
87b26ac44ffffff,1,0,1,0,0,1,2,2,2,2
87b26ac63ffffff,1,1,0,0,0,0,4,5,5,5
87b26ac64ffffff,2,0,1,0,0.5,0.5,1,1,1,1
87b26ac69ffffff,1,0,1,0,0,1,2,2,2,2
87b26ac6affffff,1,0,1,0,1,0,1,1,6,6
87b26ac6bffffff,1,0,1,0,0,1,2,2,2,2
87b26ac95ffffff,1,0,1,0,1,0,1,1,6,6
87b26ad26ffffff,1,0,1,0,0,1,2,2,2,2
87b26ad45ffffff,1,0,1,0,0,1,2,2,2,2
87b26ad4dffffff,2,0,1,0,0.5,0.5,1,1,1,1
87b26ad59ffffff,1,0,1,0,0,1,2,2,2,2
87b26ad5bffffff,1,0,1,0,0,1,2,2,2,2
87b26ad6effffff,1,0,1,0,1,0,1,1,6,6
87b26b049ffffff,5,0,0.8,0.2,0.4,0.6,1,1,1,1
87b26b04bffffff,4,0,1,0,0,1,2,2,2,2
87b26b0c8ffffff,1,0,1,0,0,1,2,2,2,2
87b26b0c9ffffff,2,0,1,0,0.5,0.5,1,1,1,1
87b26b0ccffffff,1,1,0,0,0,1,3,3,3,3
87b26b0d5ffffff,1,0,1,0,0,1,2,2,2,2
87b26b0d6ffffff,1,0,1,0,0,1,2,2,2,2
87b26b101ffffff,1,1,0,0,0,1,3,3,3,3
87b26b110ffffff,2,1,0,0,0,1,3,3,3,3
87b26b11dffffff,1,1,0,0,0,1,3,3,3,3
87b26b195ffffff,1,1,0,0,0,1,3,3,3,3
87b26b196ffffff,1,1,0,0,0,1,3,3,3,3
87b26b240ffffff,1,0,1,0,1,0,1,1,6,6
87b26b241ffffff,2,0,1,0,0.5,0.5,1,1,1,1
87b26b243ffffff,1,0,1,0,1,0,1,1,6,6
87b26b245ffffff,1,0,1,0,1,0,1,1,6,6
87b26b246ffffff,1,0,1,0,1,0,1,1,6,6
87b26b24cffffff,1,0,1,0,1,0,1,1,6,6
87b26b255ffffff,1,0,1,0,0,1,2,2,2,2
87b26b256ffffff,1,0,1,0,1,0,1,1,6,6
87b26b261ffffff,1,0,1,0,0,1,2,2,2,2
87b26b263ffffff,2,0,1,0,1,0,1,1,6,6
87b26b264ffffff,1,0,1,0,0,1,2,2,2,2
87b26b265ffffff,1,0,1,0,0,1,2,2,2,2
87b26b268ffffff,2,0,1,0,1,0,1,1,6,6
87b26b26bffffff,1,0,1,0,0,1,2,2,2,2
87b26b26cffffff,1,0,1,0,1,0,1,1,6,6
87b26b26effffff,1,0,1,0,1,0,1,1,6,6
87b26b283ffffff,6,0.16666666666666666,0.8333333333333334,0,0.5,0.5,1,1,1,1
87b26b2aaffffff,1,0,1,0,0,1,2,2,2,2
87b26b2ceffffff,1,0,1,0,0,1,2,2,2,2
87b26b34bffffff,1,0,1,0,1,0,1,1,6,6
87b26b359ffffff,1,0,1,0,0,1,2,2,2,2
87b26b39bffffff,1,0,1,0,0,1,2,2,2,2
87b26b400ffffff,1,0,1,0,0,1,2,2,2,2
87b26b408ffffff,1,0,1,0,0,1,2,2,2,2
87b26b409ffffff,1,0,1,0,1,0,1,1,6,6
87b26b40bffffff,1,0,1,0,0,1,2,2,2,2
87b26b40dffffff,1,0,1,0,0,1,2,2,2,2
87b26b40effffff,2,0,1,0,0,1,2,2,2,2
87b26b428ffffff,1,0,1,0,0,1,2,2,2,2
87b26b42affffff,1,0,1,0,0,1,2,2,2,2
87b26b431ffffff,1,0,1,0,0,1,2,2,2,2
87b26b448ffffff,1,1,0,0,0,1,3,3,3,3
87b26b44bffffff,12,0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,1,1,1
87b26b454ffffff,1,0,1,0,0,1,2,2,2,2
87b26b455ffffff,1,1,0,0,0,0,4,5,5,5
87b26b460ffffff,1,1,0,0,0,1,3,3,3,3
87b26b468ffffff,1,1,0,0,0,1,3,3,3,3
87b26b480ffffff,1,0,1,0,0,1,2,2,2,2
87b26b481ffffff,1,1,0,0,0,1,3,3,3,3
87b26b499ffffff,1,0,1,0,0,1,2,2,2,2
87b26b49dffffff,1,0,1,0,1,0,1,1,6,6
87b26b4a4ffffff,1,0,1,0,1,0,1,1,6,6
87b26b4aaffffff,1,0,1,0,0,1,2,2,2,2
87b26b4c9ffffff,1,0,1,0,0,1,2,2,2,2
87b26b4d2ffffff,1,0,1,0,0,1,2,2,2,2
87b26b4d3ffffff,1,0,1,0,0,1,2,2,2,2
87b26b4d5ffffff,1,0,1,0,0,1,2,2,2,2
87b26b4d9ffffff,1,0,1,0,0,1,2,2,2,2
87b26b4dbffffff,3,0,1,0,0,1,2,2,2,2
87b26b4ddffffff,1,0,1,0,0,1,2,2,2,2
87b26b4e1ffffff,6,0,1,0,0.3333333333333333,0.6666666666666666,1,1,1,1
87b26b4e3ffffff,1,0,1,0,0,1,2,2,2,2
87b26b4e8ffffff,1,0,1,0,0,1,2,2,2,2
87b26b4ebffffff,2,0,1,0,0,1,2,2,2,2
87b26b51bffffff,1,0,1,0,1,0,1,1,6,6
87b26b536ffffff,1,0,1,0,0,1,2,2,2,2
87b26b552ffffff,1,0,1,0,0,1,2,2,2,2
87b26b55affffff,1,0,1,0,0,1,2,2,2,2
87b26b565ffffff,1,1,0,0,0,1,3,3,3,3
87b26b56dffffff,1,1,0,0,0,1,3,3,3,3
87b26b58dffffff,1,1,0,0,0,1,3,3,3,3
87b26b611ffffff,1,1,0,0,0,1,3,3,3,3
87b26b612ffffff,1,0,1,0,1,0,1,1,6,6
87b26b619ffffff,1,0,1,0,0,1,2,2,2,2
87b26b61effffff,1,0,1,0,1,0,1,1,6,6
87b26b630ffffff,1,0,1,0,0,1,2,2,2,2
87b26b641ffffff,1,1,0,0,0,1,3,3,3,3
87b26b64dffffff,1,0,1,0,0,1,2,2,2,2
87b26b650ffffff,236,0,0.9576271186440678,0.0423728813559322,0.2838983050847458,0.711864406779661,1,1,1,1
87b26b682ffffff,1,0,1,0,0,1,2,2,2,2
87b26b683ffffff,1,0,1,0,0,1,2,2,2,2
87b26b685ffffff,1,0,1,0,0,1,2,2,2,2
87b26b690ffffff,1,0,1,0,0,1,2,2,2,2
87b26b693ffffff,1,0,1,0,1,0,1,1,6,6
87b26b696ffffff,1,0,1,0,1,0,1,1,6,6
87b26b699ffffff,1,0,1,0,0,1,2,2,2,2
87b26b69cffffff,1,0,1,0,0,1,2,2,2,2
87b26b69dffffff,1,0,1,0,1,0,1,1,6,6
87b26b69effffff,15,0,0.8666666666666667,0.13333333333333333,0.4,0.6,1,1,1,1
87b26b6a6ffffff,2,0,1,0,0,1,2,2,2,2
87b26b6b1ffffff,1,0,1,0,0,1,2,2,2,2
87b26b6b2ffffff,1,0,1,0,0,1,2,2,2,2
87b26b6b4ffffff,1,0,1,0,0,1,2,2,2,2
87b26b71cffffff,1,0,1,0,0,1,2,2,2,2
87b26b725ffffff,1,0,1,0,1,0,1,1,6,6
87b26b766ffffff,1,0,1,0,0,1,2,2,2,2
87b26b776ffffff,1,0,1,0,0,1,2,2,2,2
87b26b783ffffff,1,0,1,0,0,1,2,2,2,2
87b26b784ffffff,1,1,0,0,0,1,3,3,3,3
87b26b785ffffff,2,0,1,0,0,1,2,2,2,2
87b26b78affffff,9,0.1111111111111111,0.8888888888888888,0,0.5555555555555556,0.4444444444444444,1,1,1,1
87b26b78bffffff,19,0.05263157894736842,0.9473684210526316,0,0.10526315789473684,0.8947368421052632,1,1,1,1
87b26b78effffff,1,0,1,0,0,1,2,2,2,2
87b26b793ffffff,1,0,1,0,0,1,2,2,2,2
87b26b795ffffff,1,0,1,0,0,1,2,2,2,2
87b26b799ffffff,1,0,1,0,1,0,1,1,6,6
87b26b79affffff,1,0,1,0,1,0,1,1,6,6
87b26b79bffffff,1,0,1,0,0,1,2,2,2,2
87b26b79cffffff,1,0,1,0,0,1,2,2,2,2
87b26b79dffffff,2,0,1,0,0,1,2,2,2,2
87b26b79effffff,1,0,1,0,0,1,2,2,2,2
87b26b814ffffff,1,0,1,0,0,1,2,2,2,2
87b26b816ffffff,1,0,1,0,0,1,2,2,2,2
87b26b81bffffff,1,0,1,0,0,1,2,2,2,2
87b26b825ffffff,1,1,0,0,0,1,3,3,3,3
87b26b82cffffff,2,1,0,0,0,1,3,3,3,3
87b26b880ffffff,1,0,1,0,0,1,2,2,2,2
87b26b882ffffff,1,0,1,0,0,1,2,2,2,2
87b26b88cffffff,1,0,1,0,1,0,1,1,6,6
87b26b88effffff,1,0,1,0,0,1,2,2,2,2
87b26b890ffffff,1,1,0,0,0,1,3,3,3,3
87b26b893ffffff,1,0,1,0,0,1,2,2,2,2
87b26b896ffffff,1,0,1,0,0,1,2,2,2,2
87b26b8a8ffffff,1,0,1,0,0,1,2,2,2,2
87b26b8a9ffffff,1,0,1,0,0,1,2,2,2,2
87b26b8b1ffffff,1,0,1,0,0,1,2,2,2,2
87b26b8e1ffffff,1,0,0,1,0,1,1,4,4,4
87b26b8e3ffffff,1,0,1,0,0,1,2,2,2,2
87b26b8e4ffffff,1,0,1,0,0,1,2,2,2,2
87b26b8f5ffffff,1,0,1,0,0,1,2,2,2,2
87b26b983ffffff,1,0,1,0,0,1,2,2,2,2
87b26b985ffffff,1,0,1,0,1,0,1,1,6,6
87b26b995ffffff,1,0,1,0,0,1,2,2,2,2
87b26b9a1ffffff,1,0,1,0,0,1,2,2,2,2
87b26ba0cffffff,1,0,1,0,0,1,2,2,2,2
87b26ba44ffffff,1,0,1,0,1,0,1,1,6,6
87b26ba56ffffff,1,0,1,0,0,1,2,2,2,2
87b26ba5affffff,1,0,1,0,1,0,1,1,6,6
87b26ba6effffff,1,0,1,0,0,1,2,2,2,2
87b26ba71ffffff,1,0,1,0,0,1,2,2,2,2
87b26bad4ffffff,2,0,1,0,0,1,2,2,2,2
87b26baebffffff,1,0,1,0,1,0,1,1,6,6
87b26baecffffff,1,1,0,0,0,1,3,3,3,3
87b26bb34ffffff,1,0,1,0,0,1,2,2,2,2
87b26bb44ffffff,1,0,1,0,0,1,2,2,2,2
87b26bba6ffffff,3,1,0,0,0,1,3,3,3,3
87b26bc02ffffff,1,0,1,0,0,1,2,2,2,2
87b26bc04ffffff,2,1,0,0,0,1,3,3,3,3
87b26bc06ffffff,1,1,0,0,0,1,3,3,3,3
87b26bc35ffffff,1,1,0,0,0,1,3,3,3,3
87b26bc40ffffff,2,1,0,0,0,1,3,3,3,3
87b26bc42ffffff,8,0,1,0,0.125,0.875,1,1,1,1
87b26bc46ffffff,23,0.08695652173913043,0.9130434782608696,0,0.17391304347826086,0.8260869565217391,1,1,1,1
87b26bc4affffff,1,0,1,0,0,1,2,2,2,2
87b26bc51ffffff,2,1,0,0,0,1,3,3,3,3
87b26bc52ffffff,2,1,0,0,0,1,3,3,3,3
87b26bc53ffffff,3,0.6666666666666666,0.3333333333333333,0,0,1,4,5,5,5
87b26bc54ffffff,5,1,0,0,0,1,3,3,3,3
87b26bc59ffffff,1,0,1,0,0,1,2,2,2,2
87b26bc5cffffff,3,1,0,0,0,1,3,3,3,3
87b26bc5effffff,1,1,0,0,0,1,3,3,3,3
87b26bc6cffffff,1,0,1,0,0,1,2,2,2,2
87b26bc6effffff,1,0,1,0,0,1,2,2,2,2
87b26bc70ffffff,1,0,1,0,0,1,2,2,2,2
87b26bc71ffffff,1,1,0,0,0,1,3,3,3,3
87b26bc73ffffff,7,0.8571428571428571,0.14285714285714285,0,0,1,4,5,5,5
87b26bc76ffffff,1,1,0,0,0,1,3,3,3,3
87b26bc88ffffff,1,1,0,0,0,1,3,3,3,3
87b26bca6ffffff,1,0,1,0,1,0,1,1,6,6
87b26bcb4ffffff,1,0,1,0,0,1,2,2,2,2
87b26bcb6ffffff,1,0,0,1,0,1,1,4,4,4
87b26bcc9ffffff,1,1,0,0,0,1,3,3,3,3
87b26bcccffffff,1,1,0,0,0,1,3,3,3,3
87b26bd09ffffff,1,1,0,0,0,1,3,3,3,3
87b26bd1affffff,6,1,0,0,0,1,3,3,3,3
87b26bd25ffffff,1,0,1,0,0,1,2,2,2,2
87b26bd40ffffff,1,1,0,0,0,1,3,3,3,3
87b26bd41ffffff,5,1,0,0,0,1,3,3,3,3
87b26bd45ffffff,1,1,0,0,0,1,3,3,3,3
87b26bd4affffff,1,1,0,0,0,1,3,3,3,3
87b26bd4cffffff,1,1,0,0,0,1,3,3,3,3
87b26bd58ffffff,1,1,0,0,0,1,3,3,3,3
87b26bd5bffffff,3,1,0,0,0,1,3,3,3,3
87b26bd5cffffff,1,1,0,0,0,1,3,3,3,3
87b26bd5dffffff,1,0,1,0,0,1,2,2,2,2
87b26bd60ffffff,1,1,0,0,0,1,3,3,3,3
87b26bd61ffffff,2,1,0,0,0,1,3,3,3,3
87b26bd64ffffff,1,0,1,0,1,0,1,1,6,6
87b26bd68ffffff,2,1,0,0,0,1,3,3,3,3
87b26bd6affffff,1,1,0,0,0,1,3,3,3,3
87b26bd8affffff,1,0,1,0,0,1,2,2,2,2
87b26bd99ffffff,1,0,1,0,0,1,2,2,2,2
87b26bd9effffff,1,0,1,0,0,1,2,2,2,2
87b26c06effffff,1,1,0,0,1,0,4,5,5,7
87b26c09dffffff,1,1,0,0,0,1,3,3,3,3
87b26c0a3ffffff,2,1,0,0,0,1,3,3,3,3
87b26c0a4ffffff,1,1,0,0,0,1,3,3,3,3
87b26c0cdffffff,1,0,1,0,0,1,2,2,2,2
87b26c0ceffffff,1,0,1,0,0,1,2,2,2,2
87b26c102ffffff,1,1,0,0,0,1,3,3,3,3
87b26c19effffff,2,1,0,0,0,1,3,3,3,3
87b26c1a3ffffff,1,1,0,0,1,0,4,5,5,7
87b26c1b4ffffff,4,1,0,0,0,1,3,3,3,3
87b26c22cffffff,2,0,1,0,0,1,2,2,2,2
87b26c256ffffff,3,0,1,0,0,1,2,2,2,2
87b26c258ffffff,1,0,0,1,0,1,1,4,4,4
87b26c292ffffff,1,0,1,0,0,1,2,2,2,2
87b26c40bffffff,2,0,1,0,0,1,2,2,2,2
87b26c415ffffff,1,0,1,0,0,1,2,2,2,2
87b26c423ffffff,1,1,0,0,0,1,3,3,3,3
87b26c432ffffff,1,1,0,0,0,1,3,3,3,3
87b26c462ffffff,1,1,0,0,0,1,3,3,3,3
87b26c486ffffff,1,0,1,0,0,1,2,2,2,2
87b26c48dffffff,1,1,0,0,0,1,3,3,3,3
87b26c496ffffff,1,0,1,0,1,0,1,1,6,6
87b26c4c1ffffff,1,0,1,0,0,1,2,2,2,2
87b26c4c6ffffff,1,1,0,0,0,1,3,3,3,3
87b26c501ffffff,1,1,0,0,0,1,3,3,3,3
87b26c504ffffff,1,1,0,0,0,1,3,3,3,3
87b26c508ffffff,1,1,0,0,0,1,3,3,3,3
87b26c509ffffff,1,1,0,0,1,0,4,5,5,7
87b26c51affffff,2,1,0,0,0,1,3,3,3,3
87b26c52affffff,3,0,0,1,0,1,1,4,4,4
87b26c52bffffff,2,0,1,0,0,1,2,2,2,2
87b26c531ffffff,1,1,0,0,0,1,3,3,3,3
87b26c54cffffff,1,1,0,0,0,1,3,3,3,3
87b26c54dffffff,1,1,0,0,0,1,3,3,3,3
87b26c56effffff,1,1,0,0,0,1,3,3,3,3
87b26c580ffffff,1,1,0,0,0,1,3,3,3,3
87b26c588ffffff,1,1,0,0,0,1,3,3,3,3
87b26c58affffff,3,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,1,1,1
87b26c58bffffff,2,1,0,0,0,1,3,3,3,3
87b26c58dffffff,1,1,0,0,0,1,3,3,3,3
87b26c592ffffff,13,0,0.5384615384615384,0.4615384615384616,0.8461538461538461,0.15384615384615383,1,1,1,1
87b26c595ffffff,1,1,0,0,0,1,3,3,3,3
87b26c598ffffff,1,0,1,0,1,0,1,1,6,6
87b26c599ffffff,1,1,0,0,1,0,4,5,5,7
87b26c59affffff,2,0,1,0,0.5,0.5,1,1,1,1
87b26c59bffffff,1,0,1,0,1,0,1,1,6,6
87b26c59dffffff,3,1,0,0,0,1,3,3,3,3
87b26c5b2ffffff,1,0,1,0,0,1,2,2,2,2
87b26c5b3ffffff,1,1,0,0,0,1,3,3,3,3
87b26c608ffffff,1,0,1,0,0,1,2,2,2,2
87b26c654ffffff,1,0,1,0,1,0,1,1,6,6
87b26c660ffffff,1,0,1,0,1,0,1,1,6,6
87b26c66cffffff,1,0,1,0,0,1,2,2,2,2
87b26c694ffffff,1,0,1,0,1,0,1,1,6,6
87b26c695ffffff,1,0,1,0,0,1,2,2,2,2
87b26c6c0ffffff,1,0,1,0,1,0,1,1,6,6
87b26c6cbffffff,1,0,1,0,0,1,2,2,2,2
87b26c6d6ffffff,1,1,0,0,0,1,3,3,3,3
87b26c6eeffffff,1,0,1,0,1,0,1,1,6,6
87b26c842ffffff,2,1,0,0,0,1,3,3,3,3
87b26c875ffffff,1,0,0,1,0,1,1,4,4,4
87b26c88affffff,1,0,1,0,0,1,2,2,2,2
87b26c89bffffff,1,1,0,0,0,1,3,3,3,3
87b26c931ffffff,1,0,1,0,0,1,2,2,2,2
87b26c949ffffff,3,1,0,0,0,1,3,3,3,3
87b26c96bffffff,1,0,0,1,0,1,1,4,4,4
87b26c9a5ffffff,1,1,0,0,0,1,3,3,3,3
87b26c9b3ffffff,1,0,1,0,0,1,2,2,2,2
87b26ca06ffffff,1,0,1,0,0,1,2,2,2,2
87b26ca72ffffff,1,0,1,0,0,1,2,2,2,2
87b26cac2ffffff,1,0,1,0,0,1,2,2,2,2
87b26cad6ffffff,2,0,1,0,0,1,2,2,2,2
87b26caeeffffff,1,0,1,0,0,1,2,2,2,2
87b26cb0bffffff,1,0,1,0,0,1,2,2,2,2
87b26cb1dffffff,1,0,1,0,0,1,2,2,2,2
87b26cb80ffffff,1,1,0,0,0,1,3,3,3,3
87b26cc04ffffff,2,1,0,0,0,1,3,3,3,3
87b26cc05ffffff,1,1,0,0,0,1,3,3,3,3
87b26cc09ffffff,1,0,1,0,0,1,2,2,2,2
87b26cc0effffff,1,1,0,0,0,1,3,3,3,3
87b26cc18ffffff,1,0,1,0,0,1,2,2,2,2
87b26cc1effffff,1,0,1,0,1,0,1,1,6,6
87b26cc55ffffff,2,1,0,0,0,1,3,3,3,3
87b26cc5effffff,1,1,0,0,0,1,3,3,3,3
87b26cc85ffffff,1,1,0,0,0,1,3,3,3,3
87b26cca9ffffff,1,0,1,0,0,1,2,2,2,2
87b26ccc3ffffff,1,1,0,0,0,1,3,3,3,3
87b26cccdffffff,1,1,0,0,0,1,3,3,3,3
87b26ccd0ffffff,2,0.5,0.5,0,0,1,4,5,5,5
87b26cce4ffffff,1,0,1,0,1,0,1,1,6,6
87b26cceaffffff,1,1,0,0,0,1,3,3,3,3
87b26cd04ffffff,2,0,1,0,0,1,2,2,2,2
87b26cd09ffffff,1,1,0,0,0,1,3,3,3,3
87b26cd0bffffff,1,0,1,0,0,1,2,2,2,2
87b26cd2dffffff,1,1,0,0,0,1,3,3,3,3
87b26cd2effffff,1,1,0,0,0,1,3,3,3,3
87b26cd33ffffff,1,1,0,0,0,1,3,3,3,3
87b26cd50ffffff,1,1,0,0,0,1,3,3,3,3
87b26cd5dffffff,1,1,0,0,0,1,3,3,3,3
87b26cd62ffffff,1,0,1,0,0,1,2,2,2,2
87b26cd68ffffff,1,1,0,0,0,1,3,3,3,3
87b26cd71ffffff,1,0,1,0,0,1,2,2,2,2
87b26cd72ffffff,1,1,0,0,0,1,3,3,3,3
87b26cd8bffffff,1,1,0,0,1,0,4,5,5,7
87b26cd8effffff,1,1,0,0,1,0,4,5,5,7
87b26cd92ffffff,1,1,0,0,0,1,3,3,3,3
87b26cd93ffffff,1,1,0,0,1,0,4,5,5,7
87b26cd99ffffff,1,1,0,0,1,0,4,5,5,7
87b26cda0ffffff,1,1,0,0,0,0,4,5,5,5
87b26cda2ffffff,2,1,0,0,0,1,3,3,3,3
87b26cda6ffffff,1,1,0,0,0,1,3,3,3,3
87b26cdb2ffffff,1,1,0,0,0,1,3,3,3,3
87b26cdb5ffffff,1,1,0,0,0,1,3,3,3,3
87b26d000ffffff,1,0,1,0,0,1,2,2,2,2
87b26d013ffffff,1,1,0,0,0,1,3,3,3,3
87b26d02effffff,1,0,1,0,0,1,2,2,2,2
87b26d032ffffff,2,0.5,0.5,0,0,1,4,5,5,5
87b26d034ffffff,1,0,1,0,0,1,2,2,2,2
87b26d045ffffff,2,1,0,0,0,1,3,3,3,3
87b26d04cffffff,2,1,0,0,0,0.5,4,5,5,5
87b26d082ffffff,3,1,0,0,0,1,3,3,3,3
87b26d083ffffff,1,1,0,0,0,1,3,3,3,3
87b26d084ffffff,1,1,0,0,0,1,3,3,3,3
87b26d086ffffff,1,1,0,0,0,1,3,3,3,3
87b26d08affffff,1,1,0,0,0,1,3,3,3,3
87b26d091ffffff,1,1,0,0,0,1,3,3,3,3
87b26d092ffffff,2,1,0,0,0,1,3,3,3,3
87b26d093ffffff,3,1,0,0,0,1,3,3,3,3
87b26d095ffffff,1,1,0,0,0,1,3,3,3,3
87b26d09affffff,1,1,0,0,0,1,3,3,3,3
87b26d09cffffff,2,1,0,0,0,1,3,3,3,3
87b26d09dffffff,1,1,0,0,0,1,3,3,3,3
87b26d0a0ffffff,3,1,0,0,0,1,3,3,3,3
87b26d0a2ffffff,1,1,0,0,0,1,3,3,3,3
87b26d0a3ffffff,6,1,0,0,0,1,3,3,3,3
87b26d0acffffff,1,1,0,0,0,1,3,3,3,3
87b26d0adffffff,1,1,0,0,0,1,3,3,3,3
87b26d0b0ffffff,4,1,0,0,0,1,3,3,3,3
87b26d0b1ffffff,7,1,0,0,0,1,3,3,3,3
87b26d0b2ffffff,8,1,0,0,0,1,3,3,3,3
87b26d0b3ffffff,3,1,0,0,0,1,3,3,3,3
87b26d0b4ffffff,1,1,0,0,0,1,3,3,3,3
87b26d0b6ffffff,2,1,0,0,0,1,3,3,3,3
87b26d0d3ffffff,1,1,0,0,0,1,3,3,3,3
87b26d0e8ffffff,1,0,1,0,0,1,2,2,2,2
87b26d0edffffff,1,1,0,0,0,1,3,3,3,3
87b26d0f4ffffff,1,0,1,0,0,1,2,2,2,2
87b26d145ffffff,1,1,0,0,0,1,3,3,3,3
87b26d148ffffff,1,1,0,0,1,0,4,5,5,7
87b26d149ffffff,1,1,0,0,1,0,4,5,5,7
87b26d14bffffff,1,1,0,0,0,1,3,3,3,3
87b26d14dffffff,1,1,0,0,0,1,3,3,3,3
87b26d169ffffff,1,1,0,0,1,0,4,5,5,7
87b26d16cffffff,1,1,0,0,1,0,4,5,5,7
87b26d16effffff,1,1,0,0,0,1,3,3,3,3
87b26d189ffffff,2,0.5,0.5,0,0,1,4,5,5,5
87b26d18cffffff,1,0,1,0,0,1,2,2,2,2
87b26d195ffffff,3,1,0,0,0,1,3,3,3,3
87b26d1a5ffffff,1,1,0,0,0,1,3,3,3,3
87b26d1a6ffffff,4,1,0,0,0,1,3,3,3,3
87b26d1a8ffffff,1,0,1,0,1,0,1,1,6,6
87b26d1b6ffffff,3,0,1,0,0,1,2,2,2,2
87b26d200ffffff,1,0,1,0,1,0,1,1,6,6
87b26d209ffffff,1,0,1,0,1,0,1,1,6,6
87b26d20affffff,3,0.3333333333333333,0.6666666666666666,0,0.3333333333333333,0.6666666666666666,1,1,1,1
87b26d214ffffff,1,0,1,0,0,1,2,2,2,2
87b26d215ffffff,1,0,1,0,0,1,2,2,2,2
87b26d21bffffff,1,0,1,0,1,0,1,1,6,6
87b26d222ffffff,1,1,0,0,0,1,3,3,3,3
87b26d233ffffff,1,0,1,0,0,1,2,2,2,2
87b26d24affffff,1,0,1,0,1,0,1,1,6,6
87b26d24dffffff,2,0,1,0,0.5,0.5,1,1,1,1
87b26d251ffffff,1,1,0,0,1,0,4,5,5,7
87b26d283ffffff,1,0,1,0,1,0,1,1,6,6
87b26d28effffff,1,1,0,0,0,1,3,3,3,3
87b26d298ffffff,2,0,0.5,0.5,1,0,1,1,1,1
87b26d29bffffff,2,1,0,0,0,1,3,3,3,3
87b26d29cffffff,3,0,1,0,0.6666666666666666,0.3333333333333333,1,1,1,1
87b26d29dffffff,23,0,1,0,0.6956521739130435,0.30434782608695654,1,1,1,1
87b26d29effffff,1,1,0,0,0,1,3,3,3,3
87b26d2a6ffffff,1,1,0,0,0,1,3,3,3,3
87b26d2c1ffffff,2,1,0,0,0,1,3,3,3,3
87b26d2c3ffffff,2,1,0,0,1,0,4,5,5,7
87b26d2c9ffffff,2,1,0,0,0,1,3,3,3,3
87b26d2cbffffff,2,0,1,0,1,0,1,1,6,6
87b26d2ccffffff,3,1,0,0,0.3333333333333333,0.6666666666666666,4,5,5,5
87b26d2cdffffff,1,0,1,0,0,1,2,2,2,2
87b26d2d8ffffff,3,0.3333333333333333,0.6666666666666666,0,0.3333333333333333,0.6666666666666666,1,1,1,1
87b26d2e3ffffff,3,1,0,0,0.3333333333333333,0.6666666666666666,4,5,5,5
87b26d2e8ffffff,1,1,0,0,0,1,3,3,3,3
87b26d2eaffffff,5,1,0,0,0.4,0.6,4,5,5,5
87b26d2ecffffff,1,1,0,0,1,0,4,5,5,7
87b26d2eeffffff,1,1,0,0,1,0,4,5,5,7
