h3,total,prop_sin_asal,prop_peq_patr,prop_myg_patr,prop_agric,prop_ganaderia,hc_clst_4,hc_clst_5,hc_clst_6,hc_clst_7
87a96b024ffffff,1,1,0,0,0,1,3,3,3,3
87a96b02affffff,2,1,0,0,0,0,4,5,5,5
87a96b02bffffff,5,1,0,0,0,0,4,5,5,5
87a96b02cffffff,1,1,0,0,0,1,3,3,3,3
87a96b02dffffff,1,1,0,0,0,1,3,3,3,3
87a96b02effffff,2,1,0,0,0,0.5,4,5,5,5
87a96b030ffffff,1,1,0,0,0,1,3,3,3,3
87a96b031ffffff,7,0.2857142857142857,0.5714285714285714,0.14285714285714285,0,0.5714285714285714,1,1,1,1
87a96b033ffffff,3,1,0,0,0,0.6666666666666666,4,5,5,5
87a96b034ffffff,5,1,0,0,0,0.2,4,5,5,5
87a96b035ffffff,3,1,0,0,0,0,4,5,5,5
87a96b040ffffff,20,0.85,0.15,0,0,0.55,4,5,5,5
87a96b041ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b042ffffff,7,1,0,0,0,0.5714285714285714,4,5,5,5
87a96b043ffffff,3,1,0,0,0,0,4,5,5,5
87a96b045ffffff,1,1,0,0,0,0,4,5,5,5
87a96b04effffff,3,1,0,0,0,0.3333333333333333,4,5,5,5
87a96b050ffffff,1,1,0,0,0,1,3,3,3,3
87a96b051ffffff,5,1,0,0,0,0.4,4,5,5,5
87a96b052ffffff,1,1,0,0,0,1,3,3,3,3
87a96b053ffffff,1,1,0,0,0,1,3,3,3,3
87a96b054ffffff,6,1,0,0,0,0.3333333333333333,4,5,5,5
87a96b055ffffff,16,1,0,0,0,0.375,4,5,5,5
87a96b058ffffff,1,1,0,0,0,0,4,5,5,5
87a96b059ffffff,1,0,1,0,0,1,2,2,2,2
87a96b05affffff,1,1,0,0,0,0,4,5,5,5
87a96b05bffffff,2,1,0,0,0,1,3,3,3,3
87a96b05dffffff,2,1,0,0,0,1,3,3,3,3
87a96b05effffff,1,1,0,0,0,0,4,5,5,5
87a96b065ffffff,1,1,0,0,0,1,3,3,3,3
87a96b066ffffff,1,1,0,0,0,1,3,3,3,3
87a96b070ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b071ffffff,1,1,0,0,0,1,3,3,3,3
87a96b072ffffff,1,1,0,0,0,1,3,3,3,3
87a96b076ffffff,3,1,0,0,0,0.6666666666666666,4,5,5,5
87a96b0a9ffffff,1,1,0,0,0,0,4,5,5,5
87a96b0c1ffffff,1,1,0,0,0,0,4,5,5,5
87a96b0c4ffffff,3,0.3333333333333333,0.6666666666666666,0,0,0.3333333333333333,1,1,1,1
87a96b0c5ffffff,1,1,0,0,0,0,4,5,5,5
87a96b0c6ffffff,1,1,0,0,0,1,3,3,3,3
87a96b0c9ffffff,3,1,0,0,0,0.6666666666666666,4,5,5,5
87a96b0caffffff,1,1,0,0,0,0,4,5,5,5
87a96b0e2ffffff,1,1,0,0,0,0,4,5,5,5
87a96b0e5ffffff,8,1,0,0,0,0.625,4,5,5,5
87a96b0e8ffffff,1,1,0,0,0,1,3,3,3,3
87a96b0e9ffffff,1,1,0,0,0,1,3,3,3,3
87a96b0eaffffff,5,1,0,0,0,0.4,4,5,5,5
87a96b0ebffffff,5,1,0,0,0,0.4,4,5,5,5
87a96b0ecffffff,1,1,0,0,0,1,3,3,3,3
87a96b0eeffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b0f0ffffff,2,1,0,0,0,0,4,5,5,5
87a96b0f3ffffff,6,1,0,0,0,0.5,4,5,5,5
87a96b103ffffff,4,1,0,0,0,0.25,4,5,5,5
87a96b10cffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b114ffffff,1,1,0,0,0,1,3,3,3,3
87a96b115ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b118ffffff,2,1,0,0,0,0,4,5,5,5
87a96b119ffffff,3,1,0,0,0,0.6666666666666666,4,5,5,5
87a96b11affffff,1,1,0,0,0,1,3,3,3,3
87a96b11bffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b11cffffff,1,1,0,0,0,1,3,3,3,3
87a96b11dffffff,4,1,0,0,0,0.5,4,5,5,5
87a96b121ffffff,1,1,0,0,0,1,3,3,3,3
87a96b129ffffff,1,1,0,0,0,1,3,3,3,3
87a96b132ffffff,1,0,1,0,0,1,2,2,2,2
87a96b152ffffff,3,1,0,0,0,0.6666666666666666,4,5,5,5
87a96b160ffffff,21,0,1,0,0.6190476190476191,0.1904761904761905,1,1,1,1
87a96b164ffffff,5,0,1,0,0.8,0,1,1,1,1
87a96b181ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b18dffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b195ffffff,1,1,0,0,0,1,3,3,3,3
87a96b199ffffff,1,1,0,0,0,0,4,5,5,5
87a96b1a1ffffff,1,1,0,0,0,0,4,5,5,5
87a96b1a2ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b1a3ffffff,1,1,0,0,0,0,4,5,5,5
87a96b1a9ffffff,1,1,0,0,0,1,3,3,3,3
87a96b1aaffffff,1,1,0,0,0,0,4,5,5,5
87a96b1abffffff,1,1,0,0,0,0,4,5,5,5
87a96b1aeffffff,1,1,0,0,0,1,3,3,3,3
87a96b201ffffff,1,1,0,0,0,1,3,3,3,3
87a96b203ffffff,3,1,0,0,0,1,3,3,3,3
87a96b209ffffff,1,1,0,0,0,1,3,3,3,3
87a96b20affffff,1,1,0,0,0,1,3,3,3,3
87a96b20cffffff,1,1,0,0,0,1,3,3,3,3
87a96b211ffffff,1,1,0,0,0,1,3,3,3,3
87a96b221ffffff,2,1,0,0,0,1,3,3,3,3
87a96b225ffffff,1,1,0,0,1,0,4,5,5,7
87a96b226ffffff,3,1,0,0,0,1,3,3,3,3
87a96b22cffffff,1,1,0,0,0,1,3,3,3,3
87a96b22dffffff,1,1,0,0,0,1,3,3,3,3
87a96b230ffffff,1,1,0,0,0,1,3,3,3,3
87a96b231ffffff,1,1,0,0,0,1,3,3,3,3
87a96b232ffffff,2,1,0,0,0,1,3,3,3,3
87a96b236ffffff,2,1,0,0,0,1,3,3,3,3
87a96b245ffffff,1,1,0,0,0,1,3,3,3,3
87a96b24cffffff,1,1,0,0,0,1,3,3,3,3
87a96b24effffff,1,1,0,0,0,1,3,3,3,3
87a96b250ffffff,1,1,0,0,0,1,3,3,3,3
87a96b259ffffff,1,0,1,0,0,1,2,2,2,2
87a96b25affffff,3,1,0,0,0,1,3,3,3,3
87a96b25effffff,2,1,0,0,0,1,3,3,3,3
87a96b26bffffff,4,1,0,0,0,1,3,3,3,3
87a96b272ffffff,1,1,0,0,0,1,3,3,3,3
87a96b298ffffff,1,1,0,0,0,1,3,3,3,3
87a96b2a8ffffff,1,1,0,0,0,1,3,3,3,3
87a96b2abffffff,2,0,1,0,0.5,0.5,1,1,1,1
87a96b2b6ffffff,1,1,0,0,0,1,3,3,3,3
87a96b2c1ffffff,1,1,0,0,0,1,3,3,3,3
87a96b2eaffffff,2,1,0,0,0,1,3,3,3,3
87a96b2ecffffff,2,1,0,0,0,1,3,3,3,3
87a96b303ffffff,1,1,0,0,0,1,3,3,3,3
87a96b306ffffff,3,1,0,0,0,1,3,3,3,3
87a96b318ffffff,1,1,0,0,0,1,3,3,3,3
87a96b31affffff,1,1,0,0,0,1,3,3,3,3
87a96b324ffffff,1,1,0,0,0,1,3,3,3,3
87a96b344ffffff,2,1,0,0,0,1,3,3,3,3
87a96b34dffffff,2,1,0,0,0,1,3,3,3,3
87a96b351ffffff,1,0,1,0,0,1,2,2,2,2
87a96b360ffffff,1,1,0,0,0,1,3,3,3,3
87a96b361ffffff,1,1,0,0,0,1,3,3,3,3
87a96b363ffffff,1,1,0,0,0,1,3,3,3,3
87a96b364ffffff,1,1,0,0,0,1,3,3,3,3
87a96b368ffffff,1,1,0,0,0,1,3,3,3,3
87a96b369ffffff,1,1,0,0,0,1,3,3,3,3
87a96b36cffffff,3,1,0,0,0,1,3,3,3,3
87a96b384ffffff,1,1,0,0,0,0,4,5,5,5
87a96b385ffffff,3,1,0,0,0,0.3333333333333333,4,5,5,5
87a96b386ffffff,1,1,0,0,0,1,3,3,3,3
87a96b38dffffff,2,1,0,0,0,1,3,3,3,3
87a96b392ffffff,2,0,1,0,0,0.5,1,1,1,1
87a96b395ffffff,1,1,0,0,0,1,3,3,3,3
87a96b3a4ffffff,2,1,0,0,0,1,3,3,3,3
87a96b3a5ffffff,2,1,0,0,0,1,3,3,3,3
87a96b3a6ffffff,2,1,0,0,0,0,4,5,5,5
87a96b3b1ffffff,1,1,0,0,0,1,3,3,3,3
87a96b3b3ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b3b4ffffff,1,1,0,0,0,1,3,3,3,3
87a96b402ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b432ffffff,1,1,0,0,0,1,3,3,3,3
87a96b435ffffff,1,1,0,0,0,1,3,3,3,3
87a96b455ffffff,1,1,0,0,0,1,3,3,3,3
87a96b48affffff,1,1,0,0,0,1,3,3,3,3
87a96b492ffffff,1,1,0,0,1,0,4,5,5,7
87a96b49cffffff,1,1,0,0,0,1,3,3,3,3
87a96b4a4ffffff,1,1,0,0,0,1,3,3,3,3
87a96b4a6ffffff,1,1,0,0,0,1,3,3,3,3
87a96b4ccffffff,1,1,0,0,0,1,3,3,3,3
87a96b4d4ffffff,1,1,0,0,0,1,3,3,3,3
87a96b506ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b510ffffff,1,1,0,0,0,1,3,3,3,3
87a96b512ffffff,3,1,0,0,0,0.6666666666666666,4,5,5,5
87a96b515ffffff,1,1,0,0,0,1,3,3,3,3
87a96b525ffffff,1,1,0,0,0,1,3,3,3,3
87a96b528ffffff,6,0,1,0,0.8333333333333334,0.16666666666666666,1,1,1,1
87a96b529ffffff,6,0.16666666666666666,0.8333333333333334,0,0,0.6666666666666666,1,1,1,1
87a96b52bffffff,1,1,0,0,0,1,3,3,3,3
87a96b546ffffff,1,1,0,0,0,1,3,3,3,3
87a96b550ffffff,1,1,0,0,0,1,3,3,3,3
87a96b55cffffff,1,0,0,1,0,0,1,4,4,4
87a96b573ffffff,2,1,0,0,0,1,3,3,3,3
87a96b574ffffff,2,1,0,0,0,0,4,5,5,5
87a96b575ffffff,1,0,1,0,0,1,2,2,2,2
87a96b581ffffff,1,1,0,0,0,0,4,5,5,5
87a96b583ffffff,3,1,0,0,0,1,3,3,3,3
87a96b585ffffff,3,1,0,0,0.3333333333333333,0.6666666666666666,4,5,5,5
87a96b588ffffff,1,0,1,0,0,0,1,1,1,1
87a96b58effffff,2,1,0,0,0,1,3,3,3,3
87a96b591ffffff,2,1,0,0,0,1,3,3,3,3
87a96b593ffffff,3,1,0,0,0,0.6666666666666666,4,5,5,5
87a96b595ffffff,1,1,0,0,0,0,4,5,5,5
87a96b598ffffff,1,1,0,0,0,1,3,3,3,3
87a96b599ffffff,1,1,0,0,0,1,3,3,3,3
87a96b59dffffff,1,1,0,0,0,1,3,3,3,3
87a96b5a0ffffff,5,1,0,0,0,0.4,4,5,5,5
87a96b5a1ffffff,1,1,0,0,0,1,3,3,3,3
87a96b5a2ffffff,7,1,0,0,0,0.5714285714285714,4,5,5,5
87a96b5a3ffffff,1,1,0,0,0,0,4,5,5,5
87a96b5a4ffffff,1,0,1,0,0,1,2,2,2,2
87a96b5a5ffffff,3,1,0,0,0,0.3333333333333333,4,5,5,5
87a96b5a6ffffff,1,1,0,0,1,0,4,5,5,7
87a96b5acffffff,2,1,0,0,0,1,3,3,3,3
87a96b5aeffffff,3,1,0,0,0.3333333333333333,0.6666666666666666,4,5,5,5
87a96b5b4ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b5b5ffffff,3,1,0,0,0.3333333333333333,0,4,5,5,7
87a96b61effffff,1,1,0,0,0,1,3,3,3,3
87a96b660ffffff,1,0,1,0,0,1,2,2,2,2
87a96b669ffffff,2,1,0,0,0,1,3,3,3,3
87a96b66bffffff,1,1,0,0,0,1,3,3,3,3
87a96b676ffffff,1,1,0,0,0,1,3,3,3,3
87a96b693ffffff,1,0,1,0,0,1,2,2,2,2
87a96b69effffff,1,1,0,0,0,1,3,3,3,3
87a96b6e8ffffff,3,1,0,0,0,1,3,3,3,3
87a96b725ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b748ffffff,1,1,0,0,0,1,3,3,3,3
87a96b750ffffff,1,1,0,0,0,0,4,5,5,5
87a96b766ffffff,1,1,0,0,0,0,4,5,5,5
87a96b76dffffff,1,1,0,0,0,1,3,3,3,3
87a96b79bffffff,1,1,0,0,0,1,3,3,3,3
87a96b7b3ffffff,1,0,1,0,0,1,2,2,2,2
87a96b800ffffff,1,1,0,0,0,1,3,3,3,3
87a96b801ffffff,1,1,0,0,0,1,3,3,3,3
87a96b804ffffff,1,1,0,0,0,1,3,3,3,3
87a96b805ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b806ffffff,1,1,0,0,0,1,3,3,3,3
87a96b809ffffff,1,1,0,0,0,0,4,5,5,5
87a96b80cffffff,1,1,0,0,0,1,3,3,3,3
87a96b80dffffff,1,1,0,0,0,1,3,3,3,3
87a96b810ffffff,1,1,0,0,0,1,3,3,3,3
87a96b814ffffff,1,1,0,0,0,1,3,3,3,3
87a96b816ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b820ffffff,1,1,0,0,0,1,3,3,3,3
87a96b821ffffff,1,1,0,0,0,1,3,3,3,3
87a96b822ffffff,3,1,0,0,0,1,3,3,3,3
87a96b823ffffff,4,1,0,0,0,1,3,3,3,3
87a96b824ffffff,4,1,0,0,0,0.75,4,5,5,5
87a96b825ffffff,1,1,0,0,1,0,4,5,5,7
87a96b826ffffff,3,1,0,0,0.6666666666666666,0.3333333333333333,4,5,5,7
87a96b828ffffff,6,1,0,0,0.5,0.3333333333333333,4,5,5,7
87a96b82bffffff,1,1,0,0,1,0,4,5,5,7
87a96b82cffffff,6,1,0,0,0.3333333333333333,0.5,4,5,5,5
87a96b82effffff,3,1,0,0,0.3333333333333333,0.3333333333333333,4,5,5,5
87a96b830ffffff,2,1,0,0,0,1,3,3,3,3
87a96b832ffffff,1,1,0,0,0,1,3,3,3,3
87a96b834ffffff,6,1,0,0,0,1,3,3,3,3
87a96b835ffffff,2,1,0,0,0,1,3,3,3,3
87a96b836ffffff,1,1,0,0,0,1,3,3,3,3
87a96b84affffff,1,1,0,0,0,1,3,3,3,3
87a96b84bffffff,3,1,0,0,0,0.3333333333333333,4,5,5,5
87a96b850ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b855ffffff,3,1,0,0,0,0.3333333333333333,4,5,5,5
87a96b859ffffff,2,1,0,0,0,0,4,5,5,5
87a96b85affffff,1,1,0,0,0,1,3,3,3,3
87a96b85dffffff,1,1,0,0,0,0,4,5,5,5
87a96b860ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b863ffffff,1,1,0,0,0,1,3,3,3,3
87a96b864ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b865ffffff,1,1,0,0,0,1,3,3,3,3
87a96b866ffffff,3,1,0,0,0,0.3333333333333333,4,5,5,5
87a96b86effffff,1,1,0,0,0,0,4,5,5,5
87a96b874ffffff,2,1,0,0,0,1,3,3,3,3
87a96b884ffffff,4,1,0,0,0,0.75,4,5,5,5
87a96b885ffffff,1,1,0,0,0,0,4,5,5,5
87a96b895ffffff,1,1,0,0,0,0,4,5,5,5
87a96b898ffffff,1,1,0,0,0,1,3,3,3,3
87a96b899ffffff,1,1,0,0,0,0,4,5,5,5
87a96b89cffffff,1,1,0,0,0,1,3,3,3,3
87a96b89effffff,1,1,0,0,0,0,4,5,5,5
87a96b8b0ffffff,1,1,0,0,0,1,3,3,3,3
87a96b8b3ffffff,3,1,0,0,0,1,3,3,3,3
87a96b8b5ffffff,1,1,0,0,0,1,3,3,3,3
87a96b8ccffffff,1,1,0,0,0,1,3,3,3,3
87a96b8d1ffffff,1,1,0,0,0,0,4,5,5,5
87a96b8daffffff,1,1,0,0,0,1,3,3,3,3
87a96b8e5ffffff,1,0,1,0,0,1,2,2,2,2
87a96b900ffffff,3,1,0,0,0,1,3,3,3,3
87a96b902ffffff,1,1,0,0,0,1,3,3,3,3
87a96b904ffffff,1,1,0,0,0,0,4,5,5,5
87a96b906ffffff,1,1,0,0,0,1,3,3,3,3
87a96b908ffffff,2,1,0,0,0,1,3,3,3,3
87a96b909ffffff,1,1,0,0,0,1,3,3,3,3
87a96b90dffffff,1,0,1,0,0,1,2,2,2,2
87a96b90effffff,1,1,0,0,0,0,4,5,5,5
87a96b910ffffff,1,1,0,0,0,1,3,3,3,3
87a96b911ffffff,1,1,0,0,0,1,3,3,3,3
87a96b912ffffff,6,1,0,0,0,1,3,3,3,3
87a96b913ffffff,4,1,0,0,0,1,3,3,3,3
87a96b914ffffff,1,1,0,0,0,1,3,3,3,3
87a96b915ffffff,5,1,0,0,0,1,3,3,3,3
87a96b918ffffff,7,1,0,0,0,1,3,3,3,3
87a96b919ffffff,1,1,0,0,1,0,4,5,5,7
87a96b91affffff,5,1,0,0,0,1,3,3,3,3
87a96b91bffffff,4,1,0,0,0.5,0.25,4,5,5,7
87a96b91cffffff,1,1,0,0,0,1,3,3,3,3
87a96b91dffffff,2,1,0,0,1,0,4,5,5,7
87a96b91effffff,4,1,0,0,0,1,3,3,3,3
87a96b920ffffff,4,1,0,0,0,1,3,3,3,3
87a96b924ffffff,1,1,0,0,0,1,3,3,3,3
87a96b926ffffff,1,1,0,0,0,1,3,3,3,3
87a96b929ffffff,1,1,0,0,1,0,4,5,5,7
87a96b92affffff,1,1,0,0,0,1,3,3,3,3
87a96b92bffffff,3,1,0,0,0.3333333333333333,0.6666666666666666,4,5,5,5
87a96b931ffffff,1,1,0,0,0,1,3,3,3,3
87a96b933ffffff,4,0.75,0.25,0,0.5,0.5,4,5,5,5
87a96b935ffffff,1,1,0,0,0,1,3,3,3,3
87a96b936ffffff,1,1,0,0,0,1,3,3,3,3
87a96b943ffffff,5,1,0,0,0.2,0.2,4,5,5,5
87a96b94affffff,1,1,0,0,0,0,4,5,5,5
87a96b94bffffff,1,1,0,0,0,1,3,3,3,3
87a96b94effffff,1,1,0,0,0,1,3,3,3,3
87a96b950ffffff,1,1,0,0,1,0,4,5,5,7
87a96b951ffffff,2,1,0,0,0,1,3,3,3,3
87a96b95bffffff,1,1,0,0,0,1,3,3,3,3
87a96b95dffffff,3,1,0,0,0.6666666666666666,0,4,5,5,7
87a96b962ffffff,2,1,0,0,1,0,4,5,5,7
87a96b963ffffff,1,1,0,0,0,1,3,3,3,3
87a96b968ffffff,1,1,0,0,0,1,3,3,3,3
87a96b96bffffff,1,1,0,0,0,1,3,3,3,3
87a96b970ffffff,1,1,0,0,0,0,4,5,5,5
87a96b976ffffff,1,1,0,0,1,0,4,5,5,7
87a96b98dffffff,2,1,0,0,0,1,3,3,3,3
87a96b9a2ffffff,1,1,0,0,0,1,3,3,3,3
87a96b9a5ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96b9a9ffffff,2,1,0,0,0,1,3,3,3,3
87a96b9adffffff,4,1,0,0,0,1,3,3,3,3
87a96ba00ffffff,1,1,0,0,0,0,4,5,5,5
87a96ba0affffff,2,1,0,0,0,0.5,4,5,5,5
87a96ba18ffffff,1,1,0,0,0,1,3,3,3,3
87a96ba1affffff,1,1,0,0,0,1,3,3,3,3
87a96ba1cffffff,2,1,0,0,0,1,3,3,3,3
87a96ba1effffff,1,1,0,0,0,1,3,3,3,3
87a96ba24ffffff,1,1,0,0,0,0,4,5,5,5
87a96ba26ffffff,1,1,0,0,0,1,3,3,3,3
87a96ba2affffff,1,1,0,0,0,1,3,3,3,3
87a96ba2bffffff,1,1,0,0,0,1,3,3,3,3
87a96ba31ffffff,2,1,0,0,0,1,3,3,3,3
87a96ba33ffffff,1,1,0,0,0,1,3,3,3,3
87a96ba34ffffff,1,1,0,0,0,1,3,3,3,3
87a96ba42ffffff,3,1,0,0,0,1,3,3,3,3
87a96ba44ffffff,1,1,0,0,0,1,3,3,3,3
87a96ba45ffffff,1,1,0,0,0,1,3,3,3,3
87a96ba4affffff,1,1,0,0,0,1,3,3,3,3
87a96ba4bffffff,1,1,0,0,0,1,3,3,3,3
87a96ba4dffffff,1,1,0,0,0,1,3,3,3,3
87a96ba51ffffff,1,1,0,0,0,1,3,3,3,3
87a96ba53ffffff,1,1,0,0,0,1,3,3,3,3
87a96ba54ffffff,3,1,0,0,0,1,3,3,3,3
87a96ba55ffffff,1,1,0,0,0,1,3,3,3,3
87a96ba5cffffff,1,1,0,0,0,1,3,3,3,3
87a96ba5effffff,2,1,0,0,0,1,3,3,3,3
87a96ba62ffffff,1,1,0,0,0,1,3,3,3,3
87a96ba66ffffff,1,1,0,0,0,1,3,3,3,3
87a96ba6affffff,2,1,0,0,0,1,3,3,3,3
87a96ba6dffffff,1,1,0,0,1,0,4,5,5,7
87a96ba71ffffff,1,1,0,0,0,1,3,3,3,3
87a96ba72ffffff,1,1,0,0,0,1,3,3,3,3
87a96ba73ffffff,2,1,0,0,0,1,3,3,3,3
87a96ba74ffffff,4,1,0,0,0,1,3,3,3,3
87a96ba75ffffff,4,1,0,0,0,1,3,3,3,3
87a96ba81ffffff,2,1,0,0,0,1,3,3,3,3
87a96ba84ffffff,1,1,0,0,0,1,3,3,3,3
87a96ba8dffffff,2,1,0,0,0,1,3,3,3,3
87a96ba96ffffff,1,1,0,0,0,1,3,3,3,3
87a96baaaffffff,1,1,0,0,0,1,3,3,3,3
87a96baabffffff,1,1,0,0,0,1,3,3,3,3
87a96baacffffff,1,1,0,0,0,0,4,5,5,5
87a96bac1ffffff,2,0.5,0.5,0,0,1,4,5,5,5
87a96bac4ffffff,1,1,0,0,0,1,3,3,3,3
87a96bac8ffffff,1,1,0,0,0,1,3,3,3,3
87a96bacaffffff,1,1,0,0,0,1,3,3,3,3
87a96bacbffffff,4,0.75,0.25,0,0,0.75,4,5,5,5
87a96baccffffff,2,1,0,0,0,1,3,3,3,3
87a96baceffffff,1,1,0,0,0,1,3,3,3,3
87a96bad0ffffff,1,0,1,0,0,1,2,2,2,2
87a96bad4ffffff,1,1,0,0,0,1,3,3,3,3
87a96bad5ffffff,1,1,0,0,0,1,3,3,3,3
87a96bae8ffffff,2,1,0,0,0,1,3,3,3,3
87a96bae9ffffff,1,1,0,0,0,1,3,3,3,3
87a96baebffffff,2,1,0,0,0,1,3,3,3,3
87a96baecffffff,1,1,0,0,0,1,3,3,3,3
87a96baf0ffffff,2,1,0,0,0,1,3,3,3,3
87a96baf3ffffff,1,1,0,0,0,1,3,3,3,3
87a96baf4ffffff,1,1,0,0,0,1,3,3,3,3
87a96baf5ffffff,1,1,0,0,0,1,3,3,3,3
87a96baf6ffffff,3,1,0,0,0,1,3,3,3,3
87a96bb01ffffff,2,1,0,0,0.5,0.5,4,5,5,5
87a96bb0cffffff,1,1,0,0,0,0,4,5,5,5
87a96bb0effffff,2,1,0,0,0,0,4,5,5,5
87a96bb16ffffff,4,1,0,0,0,0.5,4,5,5,5
87a96bb1dffffff,1,1,0,0,0,1,3,3,3,3
87a96bb22ffffff,4,1,0,0,0,0.75,4,5,5,5
87a96bb28ffffff,1,1,0,0,0,1,3,3,3,3
87a96bb2affffff,2,1,0,0,0,0.5,4,5,5,5
87a96bb2effffff,1,1,0,0,0,1,3,3,3,3
87a96bb30ffffff,2,1,0,0,0,0,4,5,5,5
87a96bb31ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96bb44ffffff,1,1,0,0,0,1,3,3,3,3
87a96bb45ffffff,1,1,0,0,0,1,3,3,3,3
87a96bb4bffffff,1,1,0,0,0,0,4,5,5,5
87a96bb53ffffff,1,1,0,0,0,1,3,3,3,3
87a96bb54ffffff,1,1,0,0,0,1,3,3,3,3
87a96bb56ffffff,2,1,0,0,0,1,3,3,3,3
87a96bb60ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96bb6affffff,2,1,0,0,0,0,4,5,5,5
87a96bb71ffffff,1,1,0,0,0,0,4,5,5,5
87a96bb83ffffff,1,1,0,0,0,1,3,3,3,3
87a96bb90ffffff,1,1,0,0,0,1,3,3,3,3
87a96bb94ffffff,1,1,0,0,0,0,4,5,5,5
87a96bb99ffffff,1,1,0,0,0,0,4,5,5,5
87a96bba2ffffff,1,1,0,0,0,0,4,5,5,5
87a96bba4ffffff,1,1,0,0,1,0,4,5,5,7
87a96bba8ffffff,1,1,0,0,0,1,3,3,3,3
87a96bbaeffffff,1,1,0,0,0,1,3,3,3,3
87a96bbb3ffffff,2,1,0,0,0,0,4,5,5,5
87a96bc09ffffff,1,1,0,0,0,1,3,3,3,3
87a96bc22ffffff,1,1,0,0,0,0,4,5,5,5
87a96bc26ffffff,3,1,0,0,0,1,3,3,3,3
87a96bc2cffffff,2,1,0,0,0,0,4,5,5,5
87a96bc32ffffff,2,1,0,0,0,1,3,3,3,3
87a96bc49ffffff,1,1,0,0,0,0,4,5,5,5
87a96bc83ffffff,1,1,0,0,0,1,3,3,3,3
87a96bc94ffffff,1,1,0,0,0,1,3,3,3,3
87a96bca4ffffff,1,0,1,0,0,0,1,1,1,1
87a96bcacffffff,1,1,0,0,0,1,3,3,3,3
87a96bcb0ffffff,2,1,0,0,0,1,3,3,3,3
87a96bcb2ffffff,3,1,0,0,0,1,3,3,3,3
87a96bcd9ffffff,3,0,0.3333333333333333,0.6666666666666666,1,0,1,1,1,1
87a96bd01ffffff,4,1,0,0,0,0.5,4,5,5,5
87a96bd02ffffff,3,1,0,0,0,0.3333333333333333,4,5,5,5
87a96bd04ffffff,1,1,0,0,0,0,4,5,5,5
87a96bd05ffffff,4,1,0,0,0,0.75,4,5,5,5
87a96bd19ffffff,1,1,0,0,0,0,4,5,5,5
87a96bd22ffffff,3,1,0,0,0,0.6666666666666666,4,5,5,5
87a96bd24ffffff,1,1,0,0,0,1,3,3,3,3
87a96bd26ffffff,1,1,0,0,0,0,4,5,5,5
87a96bd2bffffff,1,1,0,0,0,1,3,3,3,3
87a96bd31ffffff,1,1,0,0,0,0,4,5,5,5
87a96bd34ffffff,3,1,0,0,0,0.3333333333333333,4,5,5,5
87a96bd40ffffff,1,1,0,0,0,0,4,5,5,5
87a96bd42ffffff,3,1,0,0,0,1,3,3,3,3
87a96bd44ffffff,1,1,0,0,0,1,3,3,3,3
87a96bd45ffffff,1,1,0,0,0,0,4,5,5,5
87a96bd4dffffff,1,1,0,0,0,1,3,3,3,3
87a96bd64ffffff,1,1,0,0,0,0,4,5,5,5
87a96bd66ffffff,2,1,0,0,0,0.5,4,5,5,5
87a96bd6affffff,1,1,0,0,0,0,4,5,5,5
87a96bd71ffffff,1,1,0,0,0,0,4,5,5,5
87a96bd75ffffff,1,1,0,0,0,1,3,3,3,3
87a96bd80ffffff,1,1,0,0,0,1,3,3,3,3
87a96bd82ffffff,4,1,0,0,0,1,3,3,3,3
87a96bd83ffffff,1,1,0,0,0,1,3,3,3,3
87a96bd84ffffff,1,1,0,0,0,0,4,5,5,5
87a96bd93ffffff,3,1,0,0,0,1,3,3,3,3
87a96bd96ffffff,1,1,0,0,0,0,4,5,5,5
87a96bda3ffffff,2,1,0,0,0,0,4,5,5,5
87a96bdb2ffffff,2,1,0,0,0,1,3,3,3,3
87a96bdb3ffffff,1,1,0,0,0,1,3,3,3,3
87a96c016ffffff,1,1,0,0,0,1,3,3,3,3
87a96c032ffffff,1,0,1,0,0,1,2,2,2,2
87a96c048ffffff,1,0,1,0,0,1,2,2,2,2
87a96c05dffffff,2,1,0,0,0,1,3,3,3,3
87a96c066ffffff,1,0,1,0,0,1,2,2,2,2
