h3,tipo,agricultura_med_grandes_patrones,ganaderia_med_grandes_patrones,ganaderia_peq_patrones,ganaderia_sin_asal,agricultura_peq_patrones,agricultura_sin_asal,forestal_peq_patrones,mixta_sin_asal,mixta_med_grandes_patrones,mixta_peq_patrones,forestal_med_grandes_patrones,total,n_sin_asal,n_peq_patr,n_myg_patr,n_agric,n_ganaderia,prop_sin_asal,prop_peq_patr,prop_myg_patr,prop_agric,prop_ganaderia
87b35198affffff,NAF,0,0,0,1,0,0,0,4,0,0,0,5,5,0,0,0,1,1,0,0,0,0.2
87b35198bffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b35198effffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87b351995ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b35199dffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87b351a03ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351a19ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87b351a1bffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351a80ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87b351a83ffffff,NAF,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0.5
87b351a88ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351a8affffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87b351a98ffffff,Estab. OEDE,1,1,5,0,19,0,2,0,0,0,0,28,0,26,2,20,6,0,0.9285714285714286,0.07142857142857142,0.7142857142857143,0.21428571428571427
87b351a99ffffff,Estab. OEDE,7,0,7,0,23,0,3,0,0,0,0,40,0,33,7,30,7,0,0.825,0.175,0.75,0.175
87b351a99ffffff,NAF,0,0,0,13,0,5,0,0,0,0,0,18,18,0,0,5,13,1,0,0,0.2777777777777778,0.7222222222222222
87b351a9affffff,Estab. OEDE,3,0,0,0,4,0,0,0,0,0,0,7,0,4,3,7,0,0,0.5714285714285714,0.42857142857142855,1,0
87b351a9bffffff,Estab. OEDE,0,0,3,0,1,0,1,0,0,0,0,5,0,5,0,1,3,0,1,0,0.2,0.6
87b351a9bffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351a9dffffff,Estab. OEDE,0,0,1,0,2,0,0,0,0,0,0,3,0,3,0,2,1,0,1,0,0.6666666666666666,0.3333333333333333
87b351a9dffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351a9effffff,Estab. OEDE,0,1,1,0,1,0,0,0,0,0,0,3,0,2,1,1,2,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
87b351aa0ffffff,NAF,0,0,0,9,0,0,0,0,0,0,0,9,9,0,0,0,9,1,0,0,0,1
87b351aa1ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351aa2ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351aa6ffffff,NAF,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,5,1,0,0,0,1
87b351aadffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351acbffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351ad0ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87b351ad2ffffff,Estab. OEDE,0,1,0,0,1,0,0,0,0,0,0,2,0,1,1,1,1,0,0.5,0.5,0.5,0.5
87b351ad3ffffff,Estab. OEDE,2,0,1,0,0,0,0,0,0,0,0,3,0,1,2,2,1,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333
87b351ad8ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351ad9ffffff,Estab. OEDE,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0
87b351adaffffff,Estab. OEDE,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,1,0
87b351adaffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87b351adcffffff,Estab. OEDE,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
87b351adcffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b351adeffffff,Estab. OEDE,1,0,0,0,1,0,1,0,0,0,0,3,0,2,1,2,0,0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0
87b351adeffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b351af6ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b351b00ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351b01ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87b351b12ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b351b13ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351b15ffffff,NAF,0,0,0,7,0,0,0,0,0,0,0,7,7,0,0,0,7,1,0,0,0,1
87b351b16ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351b20ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b351b24ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b351b25ffffff,NAF,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,5,1,0,0,0,1
87b351b2effffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b351b32ffffff,NAF,0,0,0,6,0,0,0,0,0,0,0,6,6,0,0,0,6,1,0,0,0,1
87b351b45ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87b351b54ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351b72ffffff,NAF,0,0,10,0,0,0,0,0,0,0,0,10,0,10,0,0,10,0,1,0,0,1
87b351b81ffffff,NAF,0,0,0,11,0,0,0,0,0,0,0,11,11,0,0,0,11,1,0,0,0,1
87b351b82ffffff,NAF,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,2,0.5,0.5,0,0,1
87b351b86ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351b8affffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b351b8effffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351b91ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351b93ffffff,NAF,0,0,3,1,0,0,0,0,0,0,0,4,1,3,0,0,4,0.25,0.75,0,0,1
87b351ba0ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b351ba1ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b351ba3ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b351ba4ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351ba8ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351baaffffff,NAF,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,5,1,0,0,0,1
87b351bacffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b351baeffffff,NAF,0,0,0,24,0,0,0,0,0,0,0,24,24,0,0,0,24,1,0,0,0,1
87b351c00ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351c03ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351c06ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351c0affffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351c1dffffff,NAF,0,0,0,9,0,0,0,0,0,0,0,9,9,0,0,0,9,1,0,0,0,1
87b351c24ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b351c28ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351c72ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87b351cacffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351ceeffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351d31ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351d46ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b351d48ffffff,NAF,0,7,0,0,0,0,0,0,1,0,0,8,0,0,8,0,7,0,0,1,0,0.875
87b351d6dffffff,NAF,0,0,0,4,0,0,0,2,0,0,0,6,6,0,0,0,4,1,0,0,0,0.6666666666666666
87b352b66ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b353246ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87b353248ffffff,NAF,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,4,1,0,0,0,1
87b35324bffffff,Estab. OEDE,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,1,0
87b353258ffffff,NAF,0,0,0,18,0,0,0,1,0,0,0,19,19,0,0,0,18,1,0,0,0,0.9473684210526315
87b35325cffffff,NAF,0,0,0,11,0,0,0,0,0,0,0,11,11,0,0,0,11,1,0,0,0,1
87b35325dffffff,NAF,0,0,0,11,0,0,0,0,0,0,0,11,11,0,0,0,11,1,0,0,0,1
87b35325effffff,NAF,0,0,0,7,0,1,0,0,0,0,0,8,8,0,0,1,7,1,0,0,0.125,0.875
87b353269ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87b353348ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b35335dffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87b353366ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b353818ffffff,NAF,0,0,0,6,0,0,0,0,0,0,0,6,6,0,0,0,6,1,0,0,0,1
87b353868ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b353933ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b35394cffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b353973ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b353a14ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b353a15ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b353a1affffff,NAF,0,0,0,15,0,0,0,0,0,0,0,15,15,0,0,0,15,1,0,0,0,1
87b353a31ffffff,NAF,0,0,0,10,0,0,0,0,0,0,0,10,10,0,0,0,10,1,0,0,0,1
87b353a33ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b353aacffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b353ac6ffffff,NAF,0,1,0,5,0,0,0,0,0,0,0,6,5,0,1,0,6,0.8333333333333334,0,0.16666666666666666,0,1
87b353af0ffffff,NAF,0,0,0,5,0,0,0,1,0,0,0,6,6,0,0,0,5,1,0,0,0,0.8333333333333334
87b353af1ffffff,NAF,0,0,0,8,0,0,0,0,0,0,0,8,8,0,0,0,8,1,0,0,0,1
87b353af3ffffff,NAF,0,0,0,7,0,0,0,1,0,0,0,8,8,0,0,0,7,1,0,0,0,0.875
87b353b51ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87b353b65ffffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87b353b72ffffff,NAF,0,0,0,4,0,0,0,2,0,0,0,6,6,0,0,0,4,1,0,0,0,0.6666666666666666
87b353ba5ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b353c4cffffff,NAF,0,0,0,17,0,0,0,0,0,0,0,17,17,0,0,0,17,1,0,0,0,1
87b353d9cffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87b35400cffffff,NAF,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87b354030ffffff,NAF,0,0,0,15,0,0,0,1,0,0,0,16,16,0,0,0,15,1,0,0,0,0.9375
87b35404bffffff,NAF,0,0,0,7,0,0,0,0,0,0,0,7,7,0,0,0,7,1,0,0,0,1
87b35406cffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354070ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b3540c0ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b3540d1ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354149ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354173ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b354195ffffff,NAF,0,0,0,6,0,0,0,0,0,0,0,6,6,0,0,0,6,1,0,0,0,1
87b35420bffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87b35420effffff,NAF,0,0,0,7,0,0,0,0,0,0,0,7,7,0,0,0,7,1,0,0,0,1
87b354241ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87b354265ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354285ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b35429bffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b3542aeffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b354323ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b35432bffffff,NAF,0,0,0,23,0,0,0,0,0,0,0,23,23,0,0,0,23,1,0,0,0,1
87b354331ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b354336ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87b354348ffffff,NAF,0,0,0,30,0,0,0,0,0,0,0,30,30,0,0,0,30,1,0,0,0,1
87b35435bffffff,NAF,0,0,0,22,0,0,0,0,0,0,0,22,22,0,0,0,22,1,0,0,0,1
87b354361ffffff,NAF,0,0,0,33,0,0,0,0,0,0,0,33,33,0,0,0,33,1,0,0,0,1
87b354366ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b35436cffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b35436dffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354565ffffff,NAF,0,0,0,55,0,0,0,0,0,0,0,55,55,0,0,0,55,1,0,0,0,1
87b3546d2ffffff,NAF,0,0,0,33,0,0,0,0,0,0,0,33,33,0,0,0,33,1,0,0,0,1
87b3546d6ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b3546daffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b3547b3ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87b35480bffffff,NAF,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,1,0,0,1
87b35482dffffff,NAF,0,0,0,6,0,0,0,0,0,0,0,6,6,0,0,0,6,1,0,0,0,1
87b354844ffffff,NAF,0,0,8,0,0,0,0,0,0,0,0,8,0,8,0,0,8,0,1,0,0,1
87b354854ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354880ffffff,NAF,0,0,0,6,0,0,0,0,0,0,0,6,6,0,0,0,6,1,0,0,0,1
87b35488dffffff,NAF,0,0,0,10,0,0,0,0,0,0,0,10,10,0,0,0,10,1,0,0,0,1
87b3548a3ffffff,NAF,0,0,0,5,0,0,0,2,0,0,0,7,7,0,0,0,5,1,0,0,0,0.7142857142857143
87b3548caffffff,NAF,0,0,0,20,0,0,0,0,0,0,0,20,20,0,0,0,20,1,0,0,0,1
87b3548cbffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b35492effffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b35494effffff,NAF,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,4,1,0,0,0,1
87b35496cffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354a03ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354a15ffffff,NAF,0,0,0,50,0,0,0,0,0,0,0,50,50,0,0,0,50,1,0,0,0,1
87b354a16ffffff,NAF,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,5,1,0,0,0,1
87b354a28ffffff,NAF,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,4,1,0,0,0,1
87b354a2bffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354a2effffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354a4bffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354a4effffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354a52ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354a54ffffff,NAF,0,0,0,11,0,0,0,0,0,0,0,11,11,0,0,0,11,1,0,0,0,1
87b354a6bffffff,NAF,0,0,0,13,0,0,0,0,0,0,0,13,13,0,0,0,13,1,0,0,0,1
87b354a6dffffff,NAF,0,0,0,10,0,0,0,0,0,0,0,10,10,0,0,0,10,1,0,0,0,1
87b354a85ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87b354a86ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b354a90ffffff,NAF,0,0,0,25,0,0,0,0,0,0,0,25,25,0,0,0,25,1,0,0,0,1
87b354a91ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87b354aa8ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354aabffffff,NAF,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,5,1,0,0,0,1
87b354ab5ffffff,NAF,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,4,1,0,0,0,1
87b354ac0ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87b354ac2ffffff,NAF,0,0,0,12,0,0,0,0,0,0,0,12,12,0,0,0,12,1,0,0,0,1
87b354ad5ffffff,NAF,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,5,1,0,0,0,1
87b354ad6ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354adeffffff,NAF,0,0,0,11,0,0,0,0,0,0,0,11,11,0,0,0,11,1,0,0,0,1
87b354ae5ffffff,NAF,0,0,0,12,0,0,0,0,0,0,0,12,12,0,0,0,12,1,0,0,0,1
87b354ae8ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354b02ffffff,NAF,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,5,1,0,0,0,1
87b354b09ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354b11ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354b15ffffff,NAF,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,5,1,0,0,0,1
87b354b16ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354b1affffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87b354b1effffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354b29ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354b2dffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b354b36ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354b4affffff,NAF,0,0,0,6,0,0,0,0,0,0,0,6,6,0,0,0,6,1,0,0,0,1
87b354b50ffffff,NAF,0,0,0,9,0,0,0,0,0,0,0,9,9,0,0,0,9,1,0,0,0,1
87b354b53ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87b354b54ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354b64ffffff,NAF,0,0,0,7,0,0,0,0,0,0,0,7,7,0,0,0,7,1,0,0,0,1
87b354b6dffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354b81ffffff,NAF,0,0,0,8,0,0,0,0,0,0,0,8,8,0,0,0,8,1,0,0,0,1
87b354b85ffffff,NAF,0,0,0,7,0,0,0,0,0,0,0,7,7,0,0,0,7,1,0,0,0,1
87b354b8cffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354b91ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354b98ffffff,NAF,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,5,1,0,0,0,1
87b354b99ffffff,NAF,0,0,0,10,0,0,0,0,0,0,0,10,10,0,0,0,10,1,0,0,0,1
87b354b9affffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b354b9bffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b354badffffff,NAF,0,0,0,25,0,0,0,0,0,0,0,25,25,0,0,0,25,1,0,0,0,1
87b354c56ffffff,NAF,0,0,0,22,0,0,0,0,0,0,0,22,22,0,0,0,22,1,0,0,0,1
87b35501effffff,NAF,0,0,0,15,0,0,0,0,0,0,0,15,15,0,0,0,15,1,0,0,0,1
87b355025ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b35502cffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b35502dffffff,NAF,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,1,1,1,0,0,0.5,0.5
87b355043ffffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87b355044ffffff,NAF,0,0,0,5,0,3,0,4,0,0,0,12,12,0,0,3,5,1,0,0,0.25,0.4166666666666667
87b35505dffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87b355065ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87b355069ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b35506cffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87b355075ffffff,NAF,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,1,0,0,1,0
87b355083ffffff,NAF,0,0,0,2,0,0,0,1,0,0,0,3,3,0,0,0,2,1,0,0,0,0.6666666666666666
87b35508cffffff,NAF,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,4,1,0,0,0,1
87b355098ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b35509bffffff,NAF,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,5,1,0,0,0,1
87b3550a6ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b3550aaffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87b3550dcffffff,NAF,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0.5
87b355100ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b355104ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87b355109ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
