h3,tipo,agricultura_med_grandes_patrones,ganaderia_med_grandes_patrones,ganaderia_peq_patrones,ganaderia_sin_asal,agricultura_peq_patrones,agricultura_sin_asal,forestal_peq_patrones,mixta_sin_asal,mixta_med_grandes_patrones,mixta_peq_patrones,forestal_med_grandes_patrones,total,n_sin_asal,n_peq_patr,n_myg_patr,n_agric,n_ganaderia,prop_sin_asal,prop_peq_patr,prop_myg_patr,prop_agric,prop_ganaderia
87a94c849ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87a94c84affffff,NAF,0,0,0,2,0,0,0,2,0,0,0,4,4,0,0,0,2,1,0,0,0,0.5
87a94c84bffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87a94c84cffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94c84dffffff,NAF,0,0,0,1,0,1,0,5,0,0,0,7,7,0,0,1,1,1,0,0,0.14285714285714285,0.14285714285714285
87a94c84effffff,NAF,0,0,0,2,0,1,0,1,0,0,0,4,4,0,0,1,2,1,0,0,0.25,0.5
87a94c850ffffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87a94c851ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87a94c854ffffff,NAF,0,0,0,1,0,0,0,2,0,0,0,3,3,0,0,0,1,1,0,0,0,0.3333333333333333
87a94c858ffffff,NAF,0,0,0,2,0,1,0,1,0,0,0,4,4,0,0,1,2,1,0,0,0.25,0.5
87a94c859ffffff,NAF,0,0,0,3,0,5,0,2,0,0,0,10,10,0,0,5,3,1,0,0,0.5,0.3
87a94c85affffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94c85bffffff,NAF,0,0,0,3,0,1,0,1,0,0,0,5,5,0,0,1,3,1,0,0,0.2,0.6
87a94c85cffffff,NAF,0,0,0,1,0,0,0,2,0,0,0,3,3,0,0,0,1,1,0,0,0,0.3333333333333333
87a94c85dffffff,NAF,0,0,0,4,0,0,0,2,0,0,0,6,6,0,0,0,4,1,0,0,0,0.6666666666666666
87a94c85effffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94c861ffffff,NAF,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0
87a94c863ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87a94c865ffffff,NAF,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,1,0,0,1,0
87a94c86effffff,NAF,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,1,0,0,1,0
87a94c895ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94c8a3ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94c8c8ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87a94c8c9ffffff,NAF,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,1,0,1,0,0,0.5,0
87a94c8ccffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94c8cdffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94c8e8ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87a94c8e9ffffff,NAF,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,1,1,1,0,0,0.5,0.5
87a94c8eaffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94c8ebffffff,NAF,0,0,0,2,0,0,0,1,0,0,0,3,3,0,0,0,2,1,0,0,0,0.6666666666666666
87a94c910ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94c912ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94c913ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94c914ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87a94c934ffffff,Estab. OEDE,0,0,5,0,3,0,0,0,0,0,0,8,0,8,0,3,5,0,1,0,0.375,0.625
87a94c934ffffff,NAF,0,0,0,1,0,10,0,1,0,0,0,12,12,0,0,10,1,1,0,0,0.8333333333333334,0.08333333333333333
87a94c936ffffff,NAF,0,0,0,1,0,2,0,4,0,0,0,7,7,0,0,2,1,1,0,0,0.2857142857142857,0.14285714285714285
87a94c942ffffff,NAF,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94c945ffffff,NAF,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0.5
87a94c949ffffff,NAF,0,0,0,1,0,1,0,1,0,0,0,3,3,0,0,1,1,1,0,0,0.3333333333333333,0.3333333333333333
87a94c94cffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94c952ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87a94c962ffffff,NAF,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,1,0,1,0,0,0.5,0
87a94c963ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94c966ffffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87a94c96affffff,NAF,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0
87a94c96dffffff,NAF,0,0,0,1,0,0,0,2,0,0,0,3,3,0,0,0,1,1,0,0,0,0.3333333333333333
87a94c96effffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87a94c985ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94c9a4ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87a94c9aeffffff,NAF,0,0,0,4,0,2,0,5,0,0,0,11,11,0,0,2,4,1,0,0,0.18181818181818182,0.36363636363636365
87a94c9b5ffffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87a94ca13ffffff,NAF,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94ca18ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94ca26ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94ca2dffffff,NAF,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94ca31ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94ca53ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87a94ca5bffffff,NAF,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94ca61ffffff,NAF,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,1
87a94ca66ffffff,NAF,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,1
87a94ca6dffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94ca83ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94ca89ffffff,NAF,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,1,1,1,0,0,0.5,0.5
87a94ca8bffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94ca92ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94ca9cffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94caa4ffffff,NAF,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,1,1,1,0,0,0.5,0.5
87a94caa6ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cab4ffffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87a94cac0ffffff,NAF,0,0,0,2,0,0,0,1,0,0,0,3,3,0,0,0,2,1,0,0,0,0.6666666666666666
87a94cac1ffffff,NAF,0,0,0,2,0,0,0,1,0,0,0,3,3,0,0,0,2,1,0,0,0,0.6666666666666666
87a94cac2ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cac6ffffff,Estab. OEDE,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,1,0,0.5,0.5
87a94cac6ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94cac8ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cac9ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cacaffffff,NAF,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94caccffffff,NAF,0,0,0,2,0,1,0,0,0,0,0,3,3,0,0,1,2,1,0,0,0.3333333333333333,0.6666666666666666
87a94cacdffffff,NAF,0,0,0,3,0,0,0,1,0,0,0,4,4,0,0,0,3,1,0,0,0,0.75
87a94caceffffff,NAF,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0.5
87a94cad0ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94cad0ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94cad1ffffff,NAF,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,1
87a94cad5ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87a94cad6ffffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87a94caddffffff,NAF,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,1
87a94cadeffffff,Estab. OEDE,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
87a94cae0ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94cae2ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94caf0ffffff,NAF,0,0,0,2,0,1,0,0,0,0,0,3,3,0,0,1,2,1,0,0,0.3333333333333333,0.6666666666666666
87a94caf1ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94caf2ffffff,NAF,0,0,0,1,0,2,0,0,0,0,0,3,3,0,0,2,1,1,0,0,0.6666666666666666,0.3333333333333333
87a94caf3ffffff,Estab. OEDE,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0.5,0.5,0.5,0.5
87a94caf4ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87a94caf5ffffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87a94caf6ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94cb02ffffff,NAF,0,0,0,2,0,1,0,1,0,0,0,4,4,0,0,1,2,1,0,0,0.25,0.5
87a94cb09ffffff,NAF,0,0,1,1,0,1,0,0,0,0,0,3,2,1,0,1,2,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0.6666666666666666
87a94cb0cffffff,NAF,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,4,1,0,0,0,1
87a94cb15ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cb16ffffff,NAF,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,5,1,0,0,0,1
87a94cb18ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94cb1affffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cb1effffff,NAF,0,0,0,1,0,0,0,2,0,0,0,3,3,0,0,0,1,1,0,0,0,0.3333333333333333
87a94cb28ffffff,NAF,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,4,1,0,0,0,1
87a94cb2affffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cb2dffffff,NAF,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,1,1,1,0,0,0.5,0.5
87a94cb32ffffff,NAF,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,1,1,1,0,0,0.5,0.5
87a94cb33ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cb36ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87a94cb41ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cb45ffffff,NAF,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
87a94cb50ffffff,NAF,0,0,0,2,0,1,0,1,0,0,0,4,4,0,0,1,2,1,0,0,0.25,0.5
87a94cb52ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87a94cb53ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cb54ffffff,NAF,0,0,0,0,0,6,0,1,0,0,0,7,7,0,0,6,0,1,0,0,0.8571428571428571,0
87a94cb55ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87a94cb56ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87a94cb69ffffff,NAF,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94cb72ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94cb72ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cb73ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87a94cb83ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cb84ffffff,NAF,0,0,0,3,0,0,0,1,0,0,0,4,4,0,0,0,3,1,0,0,0,0.75
87a94cb8affffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87a94cb8bffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cb8effffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87a94cb91ffffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87a94cb92ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cb94ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cb96ffffff,NAF,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,1,0,1,0,0,0.5,0
87a94cb98ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94cb9affffff,NAF,0,0,0,3,0,0,0,1,0,0,0,4,4,0,0,0,3,1,0,0,0,0.75
87a94cb9bffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cb9cffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cba0ffffff,NAF,0,0,0,3,0,1,0,2,0,0,0,6,6,0,0,1,3,1,0,0,0.16666666666666666,0.5
87a94cba1ffffff,NAF,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0.5
87a94cba3ffffff,NAF,0,0,0,3,0,1,0,0,0,0,0,4,4,0,0,1,3,1,0,0,0.25,0.75
87a94cba4ffffff,NAF,0,0,0,1,0,2,0,3,0,0,0,6,6,0,0,2,1,1,0,0,0.3333333333333333,0.16666666666666666
87a94cba5ffffff,NAF,0,0,0,4,0,0,0,2,0,0,0,6,6,0,0,0,4,1,0,0,0,0.6666666666666666
87a94cba6ffffff,NAF,0,0,0,2,0,3,0,0,0,0,0,5,5,0,0,3,2,1,0,0,0.6,0.4
87a94cbaeffffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87a94cbb2ffffff,NAF,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0.5
87a94cbb4ffffff,NAF,0,0,0,0,0,4,0,2,0,0,0,6,6,0,0,4,0,1,0,0,0.6666666666666666,0
87a94cbb5ffffff,NAF,0,0,0,4,0,0,0,4,0,0,0,8,8,0,0,0,4,1,0,0,0,0.5
87a94cd21ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94cd60ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87a94cdb2ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94d026ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94d02dffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d032ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d033ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d045ffffff,NAF,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94d046ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87a94d064ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d088ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94d09dffffff,NAF,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,1
87a94d0a6ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d0daffffff,NAF,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94d0deffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d100ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d106ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d10bffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94d114ffffff,Estab. OEDE,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,1
87a94d114ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87a94d120ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94d120ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d121ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d123ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87a94d128ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87a94d12effffff,NAF,0,0,0,6,0,0,0,0,0,0,0,6,6,0,0,0,6,1,0,0,0,1
87a94d130ffffff,Estab. OEDE,0,1,4,0,1,0,0,0,0,0,0,6,0,5,1,1,5,0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.8333333333333334
87a94d130ffffff,NAF,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,4,1,0,0,0,1
87a94d131ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d132ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94d133ffffff,Estab. OEDE,0,0,5,0,3,0,0,0,0,0,0,8,0,8,0,3,5,0,1,0,0.375,0.625
87a94d133ffffff,NAF,0,0,0,1,0,2,0,0,0,0,0,3,3,0,0,2,1,1,0,0,0.6666666666666666,0.3333333333333333
87a94d135ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d136ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d148ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87a94d148ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d149ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d14bffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d14cffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d14dffffff,Estab. OEDE,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,1,0,0.5,0.5
87a94d159ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d165ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87a94d168ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d16affffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d16bffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d16dffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d176ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d181ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d18cffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d18dffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d194ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d1a0ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d1adffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d1b2ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d1b6ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d209ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d211ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87a94d220ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d241ffffff,Estab. OEDE,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
87a94d242ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d245ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d254ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d256ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d26effffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94d272ffffff,NAF,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94d288ffffff,NAF,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,1,0,0,1
87a94d2a3ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94d345ffffff,NAF,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,1
87a94d350ffffff,NAF,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,1
87a94d358ffffff,NAF,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94d388ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d440ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d446ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87a94d448ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d45dffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87a94d4b0ffffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87a94d4c8ffffff,NAF,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,1
87a94d4d6ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94d4f4ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87a94d505ffffff,NAF,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
